"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4523755"	"VHL-MAP2K1/MAP2K2"	"P36507|Q02750|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"22"	"64"	"9606"	"False"
"CHEMBL2439944"	"2-acylglycerol O-acyltransferase 2"	"Q3SYC2"	"SINGLE PROTEIN"	"Homo sapiens"	"225"	"249"	"9606"	"False"
"CHEMBL4739704"	"UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase"	"Q9H3H5"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"17"	"9606"	"False"
"CHEMBL4523344"	"Methylcytosine dioxygenase TET2"	"Q6N021"	"SINGLE PROTEIN"	"Homo sapiens"	"62"	"112"	"9606"	"False"
"CHEMBL5606"	"Serine/threonine-protein kinase 11"	"Q15831"	"SINGLE PROTEIN"	"Homo sapiens"	"747"	"1058"	"9606"	"False"
"CHEMBL3893"	"Pyruvate dehydrogenase kinase isoform 3"	"Q15120"	"SINGLE PROTEIN"	"Homo sapiens"	"60"	"72"	"9606"	"False"
"CHEMBL6054"	"PAS domain-containing serine/threonine-protein kinase"	"Q96RG2"	"SINGLE PROTEIN"	"Homo sapiens"	"1629"	"3517"	"9606"	"False"
"CHEMBL5465325"	"2-acylglycerol O-acyltransferase 3"	"Q86VF5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2638"	"Ribose-phosphate pyrophosphokinase I"	"P60891"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"25"	"9606"	"False"
"CHEMBL4105922"	"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C"	"Q8NB46"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2380189"	"Poly [ADP-ribose] polymerase 11"	"Q9NR21"	"SINGLE PROTEIN"	"Homo sapiens"	"64"	"97"	"9606"	"False"
"CHEMBL5465230"	"VHL/Protein-tyrosine phosphatase 1B"	"P18031|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL1075181"	"Pyridoxal kinase"	"O00764"	"SINGLE PROTEIN"	"Homo sapiens"	"259"	"263"	"9606"	"False"
"CHEMBL2911"	"Phosphoenolpyruvate carboxykinase cytosolic"	"P35558"	"SINGLE PROTEIN"	"Homo sapiens"	"25"	"25"	"9606"	"False"
"CHEMBL2553"	"Ribosomal protein S6 kinase alpha 1"	"Q15418"	"SINGLE PROTEIN"	"Homo sapiens"	"1727"	"2930"	"9606"	"False"
"CHEMBL2433"	"Prohormone convertase 2"	"P16519"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL2117"	"AMP-activated protein kinase, beta-2 subunit"	"O43741"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4574"	"BR serine/threonine-protein kinase 2"	"Q8IWQ3"	"SINGLE PROTEIN"	"Homo sapiens"	"947"	"1598"	"9606"	"False"
"CHEMBL4630854"	"N-alpha-acetyltransferase 50"	"Q9GZZ1"	"SINGLE PROTEIN"	"Homo sapiens"	"22"	"57"	"9606"	"False"
"CHEMBL4523267"	"Dermcidin"	"P81605"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"7"	"9606"	"False"
"CHEMBL4105971"	"Ras-related protein Rab-10"	"P61026"	"SINGLE PROTEIN"	"Homo sapiens"	"236"	"236"	"9606"	"False"
"CHEMBL4630855"	"Ataxin-3-like protein"	"Q9H3M9"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4523751"	"VHL/BCR-ABL1"	"P00519|P11274|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"30"	"71"	"9606"	"False"
"CHEMBL3047"	"Hypoxia-inducible factor prolyl 4-hydroxylase"	"Q9NXG6"	"SINGLE PROTEIN"	"Homo sapiens"	"88"	"111"	"9606"	"False"
"CHEMBL5465273"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"O00469"	"SINGLE PROTEIN"	"Homo sapiens"	"18"	"18"	"9606"	"False"
"CHEMBL5465300"	"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1"	"Q02809"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL3822353"	"Patatin-like phospholipase domain-containing protein 2"	"Q96AD5"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL4670"	"MAP kinase-activated protein kinase 3"	"Q16644"	"SINGLE PROTEIN"	"Homo sapiens"	"1583"	"2239"	"9606"	"False"
"CHEMBL6094"	"Ras-related C3 botulinum toxin substrate 1"	"P63000"	"SINGLE PROTEIN"	"Homo sapiens"	"118"	"227"	"9606"	"False"
"CHEMBL3137284"	"MER intracellular domain/EGFR extracellular domain chimera"	"P00533|Q12866"	"CHIMERIC PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523128"	"Histone acetyltransferase type B catalytic subunit"	"O14929"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"14"	"9606"	"False"
"CHEMBL5249"	"Geranylgeranyl transferase type II alpha subunit"	"Q92696"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5997"	"Deoxyguanosine kinase, mitochondrial"	"Q16854"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105921"	"Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A"	"O15084"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL5169151"	"Nucleic acid dioxygenase ALKBH1"	"Q13686"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL4523969"	"IKK2/IKK1"	"O14920|O15111"	"SELECTIVITY GROUP"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523487"	"DNA dC->dU-editing enzyme APOBEC-3B"	"Q9UH17"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"8"	"9606"	"False"
"CHEMBL5291678"	"Cereblon/FGFR2"	"P21802|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"10"	"24"	"9606"	"False"
"CHEMBL4630841"	"Ubiquitin carboxyl-terminal hydrolase 45"	"Q70EL2"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL4630847"	"Ubiquitin thioesterase OTUB2"	"Q96DC9"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4680022"	"Long-chain-fatty-acid--CoA ligase 4"	"O60488"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"10"	"9606"	"False"
"CHEMBL4105724"	"Protein arginine N-methyltransferase 9"	"Q6P2P2"	"SINGLE PROTEIN"	"Homo sapiens"	"31"	"57"	"9606"	"False"
"CHEMBL6168"	"Protein BAT5"	"O95870"	"SINGLE PROTEIN"	"Homo sapiens"	"31"	"50"	"9606"	"False"
"CHEMBL5675"	"Deoxycytidylate deaminase"	"P32321"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"6"	"9606"	"False"
"CHEMBL4296146"	"von Hippel-Lindau disease tumor suppressor/Inhibitor of nuclear factor kappa-B kinase subunit epsilon"	"Q14164|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3856"	"Brain glycogen phosphorylase"	"P11216"	"SINGLE PROTEIN"	"Homo sapiens"	"386"	"474"	"9606"	"False"
"CHEMBL4523427"	"Polypeptide N-acetylgalactosaminyltransferase 14"	"Q96FL9"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3831205"	"26S protease regulatory subunit 6B"	"P43686"	"SINGLE PROTEIN"	"Homo sapiens"	"243"	"243"	"9606"	"False"
"CHEMBL4295934"	"ADP-ribose glycohydrolase MACROD1"	"Q9BQ69"	"SINGLE PROTEIN"	"Homo sapiens"	"16"	"22"	"9606"	"False"
"CHEMBL1908384"	"SNF-related serine/threonine-protein kinase"	"Q9NRH2"	"SINGLE PROTEIN"	"Homo sapiens"	"271"	"300"	"9606"	"False"
"CHEMBL4523328"	"Cytosolic carboxypeptidase 6"	"Q5VU57"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3832943"	"Casein kinase 2"	"P67870|P68400|P19784|Q8NEV1"	"PROTEIN FAMILY"	"Homo sapiens"	"329"	"420"	"9606"	"False"
"CHEMBL5214865"	"Histone-lysine N-methyltransferase MECOM"	"Q03112"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5979"	"Alkaline phosphatase, tissue-nonspecific isozyme"	"P05186"	"SINGLE PROTEIN"	"Homo sapiens"	"1267"	"1558"	"9606"	"False"
"CHEMBL2903"	"Arachidonate 15-lipoxygenase"	"P16050"	"SINGLE PROTEIN"	"Homo sapiens"	"6400"	"7126"	"9606"	"False"
"CHEMBL4523623"	"PDE6D/KRAS"	"O43924|P01116"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"7"	"21"	"9606"	"False"
"CHEMBL3774299"	"Histone acetyltransferase KAT7"	"O95251"	"SINGLE PROTEIN"	"Homo sapiens"	"14"	"17"	"9606"	"False"
"CHEMBL4523282"	"Polypeptide N-acetylgalactosaminyltransferase 1"	"Q10472"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3713355"	"Polypeptide N-acetylgalactosaminyltransferase 2"	"Q10471"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"34"	"9606"	"False"
"CHEMBL1926496"	"Bone morphogenetic protein 2"	"P12643"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"45"	"9606"	"False"
"CHEMBL6154"	"Tankyrase-2"	"Q9H2K2"	"SINGLE PROTEIN"	"Homo sapiens"	"989"	"1575"	"9606"	"False"
"CHEMBL5941"	"Serine/threonine-protein kinase MST4"	"Q9P289"	"SINGLE PROTEIN"	"Homo sapiens"	"1251"	"1987"	"9606"	"False"
"CHEMBL2161"	"Glutathione transferase omega 2"	"Q9H4Y5"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2396509"	"Tyrosine-protein phosphatase non-receptor type 3"	"P26045"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL4523495"	"Cytosolic carboxypeptidase 1"	"Q9UPW5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4105827"	"Nucleotide triphosphate diphosphatase NUDT15"	"Q9NV35"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3885502"	"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase/Delta(24)-sterol reductase"	"Q15125|Q15392"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5810"	"Ephrin type-A receptor 1"	"P21709"	"SINGLE PROTEIN"	"Homo sapiens"	"757"	"1077"	"9606"	"False"
"CHEMBL5553"	"ATP-dependent RNA helicase DDX3X"	"O00571"	"SINGLE PROTEIN"	"Homo sapiens"	"405"	"438"	"9606"	"False"
"CHEMBL4106161"	"CDK18/Cyclin Y"	"Q07002|Q8ND76"	"PROTEIN COMPLEX"	"Homo sapiens"	"42"	"44"	"9606"	"False"
"CHEMBL5465552"	"Serine/threonine-protein phosphatase 4 catalytic subunit"	"P60510"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3271932"	"Pyridoxine-5'-phosphate oxidase"	"Q9NVS9"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523357"	"Ubiquitin carboxyl-terminal hydrolase 30"	"Q70CQ3"	"SINGLE PROTEIN"	"Homo sapiens"	"632"	"944"	"9606"	"False"
"CHEMBL4105749"	"Receptor-type tyrosine-protein phosphatase O"	"Q16827"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"15"	"9606"	"False"
"CHEMBL2321629"	"Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1"	"Q8WZA1"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL5483185"	"CDK5/Cyclin D3"	"Q00535|P30281"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL6149"	"Serine/threonine-protein kinase SIK3"	"Q9Y2K2"	"SINGLE PROTEIN"	"Homo sapiens"	"601"	"727"	"9606"	"False"
"CHEMBL4328"	"Betaine--homocysteine S-methyltransferase 1"	"Q93088"	"SINGLE PROTEIN"	"Homo sapiens"	"57"	"159"	"9606"	"False"
"CHEMBL5586"	"Carbonyl reductase [NADPH] 1"	"P16152"	"SINGLE PROTEIN"	"Homo sapiens"	"45"	"138"	"9606"	"False"
"CHEMBL4295904"	"Diphosphoinositol polyphosphate phosphohydrolase 3-alpha"	"Q8NFP7"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"12"	"9606"	"False"
"CHEMBL2111351"	"Serine/threonine-protein kinase RAF and Dual specificity mitogen-activated protein kinase kinase 1 (Raf/MEK)"	"P04049|Q02750"	"PROTEIN FAMILY"	"Homo sapiens"	"157"	"160"	"9606"	"False"
"CHEMBL4523512"	"Sulfide:quinone oxidoreductase, mitochondrial"	"Q9Y6N5"	"SINGLE PROTEIN"	"Homo sapiens"	"62"	"98"	"9606"	"False"
"CHEMBL5291680"	"Cereblon/FGFR3"	"P22607|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4879529"	"Cereblon/Serine/threonine-protein kinase RIPK2"	"O43353|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"5"	"9606"	"False"
"CHEMBL2146312"	"Werner syndrome ATP-dependent helicase"	"Q14191"	"SINGLE PROTEIN"	"Homo sapiens"	"8356"	"8824"	"9606"	"False"
"CHEMBL4879531"	"Cereblon/Platelet-derived growth factor receptor beta"	"P09619|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4295773"	"DNA ligase 3"	"P49916"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL5917"	"Malate dehydrogenase, mitochondrial"	"P40926"	"SINGLE PROTEIN"	"Homo sapiens"	"135"	"179"	"9606"	"False"
"CHEMBL3038455"	"AMPK alpha2/beta1/gamma1"	"P54646|P54619|Q9Y478"	"PROTEIN COMPLEX"	"Homo sapiens"	"145"	"216"	"9606"	"False"
"CHEMBL5214854"	"PR domain zinc finger protein 12"	"Q9H4Q4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL6029"	"Eukaryotic translation initiation factor 2-alpha kinase 1"	"Q9BQI3"	"SINGLE PROTEIN"	"Homo sapiens"	"537"	"712"	"9606"	"False"
"CHEMBL5465306"	"ATP-dependent RNA helicase DHX8"	"Q14562"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3202"	"Prolyl endopeptidase"	"P48147"	"SINGLE PROTEIN"	"Homo sapiens"	"798"	"1237"	"9606"	"False"
"CHEMBL2430"	"FK506-binding protein 1B"	"P68106"	"SINGLE PROTEIN"	"Homo sapiens"	"44"	"45"	"9606"	"False"
"CHEMBL2111440"	"VEGF-receptor 2 and PDGF-receptor beta (KDR and PDGFR beta)"	"P09619|P35968"	"SELECTIVITY GROUP"	"Homo sapiens"	"28"	"29"	"9606"	"False"
"CHEMBL3182"	"Prohormone convertase 1"	"P29120"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL1914260"	"DNA-directed DNA/RNA polymerase mu"	"Q9NP87"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL4295921"	"7-methylguanosine phosphate-specific 5'-nucleotidase"	"Q969T7"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"28"	"9606"	"False"
"CHEMBL4879446"	"Ras-related protein R-Ras2"	"P62070"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL4630839"	"N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D"	"Q6IQ20"	"SINGLE PROTEIN"	"Homo sapiens"	"114"	"115"	"9606"	"False"
"CHEMBL3860"	"Phosphodiesterase 6D"	"O43924"	"SINGLE PROTEIN"	"Homo sapiens"	"175"	"256"	"9606"	"False"
"CHEMBL4630851"	"5-demethoxyubiquinone hydroxylase, mitochondrial"	"Q99807"	"SINGLE PROTEIN"	"Homo sapiens"	"20"	"72"	"9606"	"False"
"CHEMBL4296115"	"Cyclin-dependent kinase 14/Cyclin-Y"	"O94921|Q8ND76"	"PROTEIN COMPLEX"	"Homo sapiens"	"139"	"144"	"9606"	"False"
"CHEMBL5214864"	"PR domain zinc finger protein 8"	"Q9NQV8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4662"	"Proteasome Macropain subunit MB1"	"P28074"	"SINGLE PROTEIN"	"Homo sapiens"	"1543"	"2517"	"9606"	"False"
"CHEMBL5291679"	"Cereblon/FGFR4"	"P22455|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4523748"	"AKT1/PPP1CA"	"P62136|P31749"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"7"	"30"	"9606"	"False"
"CHEMBL4619"	"Phosphodiesterase 1C"	"Q14123"	"SINGLE PROTEIN"	"Homo sapiens"	"213"	"248"	"9606"	"False"
"CHEMBL2447"	"Deoxycytidine kinase"	"P27707"	"SINGLE PROTEIN"	"Homo sapiens"	"384"	"531"	"9606"	"False"
"CHEMBL4463"	"Platelet-activating factor acetylhydrolase IB beta subunit"	"P68402"	"SINGLE PROTEIN"	"Homo sapiens"	"20"	"79"	"9606"	"False"
"CHEMBL2189132"	"Abhydrolase domain-containing protein FAM108B1"	"Q5VST6"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2111432"	"PI3-kinase p110-delta/p85-alpha"	"P27986|O00329"	"PROTEIN COMPLEX"	"Homo sapiens"	"1359"	"1526"	"9606"	"False"
"CHEMBL5701"	"Serine/threonine-protein kinase TAO3"	"Q9H2K8"	"SINGLE PROTEIN"	"Homo sapiens"	"771"	"1046"	"9606"	"False"
"CHEMBL5465392"	"ALK-TPM3"	"Q9UM73|P06753"	"CHIMERIC PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1938215"	"Kinase suppressor of Ras 1"	"Q8IVT5"	"SINGLE PROTEIN"	"Homo sapiens"	"23"	"38"	"9606"	"False"
"CHEMBL5974"	"Dehydrogenase/reductase SDR family member 9"	"Q9BPW9"	"SINGLE PROTEIN"	"Homo sapiens"	"11"	"11"	"9606"	"False"
"CHEMBL5703"	"Tyrosine-protein kinase Srms"	"Q9H3Y6"	"SINGLE PROTEIN"	"Homo sapiens"	"1157"	"1620"	"9606"	"False"
"CHEMBL4141"	"Pyruvate dehydrogenase kinase isoform 4"	"Q16654"	"SINGLE PROTEIN"	"Homo sapiens"	"147"	"184"	"9606"	"False"
"CHEMBL5169200"	"14 kDa phosphohistidine phosphatase"	"Q9NRX4"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"30"	"9606"	"False"
"CHEMBL1770034"	"Phosphatidylinositol-5-phosphate 4-kinase type-2 gamma"	"Q8TBX8"	"SINGLE PROTEIN"	"Homo sapiens"	"641"	"791"	"9606"	"False"
"CHEMBL4888444"	"Cyclin-dependent kinase 2/4/6"	"P11802|P24941|Q00534"	"PROTEIN FAMILY"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL2190"	"Histamine N-methyltransferase"	"P50135"	"SINGLE PROTEIN"	"Homo sapiens"	"10"	"15"	"9606"	"False"
"CHEMBL4523635"	"CDK3/Cyclin-E2"	"O96020|Q00526"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3356"	"Cytochrome P450 1A2"	"P05177"	"SINGLE PROTEIN"	"Homo sapiens"	"23751"	"26773"	"9606"	"False"
"CHEMBL5619"	"DNA-(apurinic or apyrimidinic site) lyase"	"P27695"	"SINGLE PROTEIN"	"Homo sapiens"	"36989"	"38016"	"9606"	"False"
"CHEMBL4295702"	"Glucose-6-phosphate isomerase"	"P06744"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2157851"	"Ubiquitin carboxyl-terminal hydrolase 47"	"Q96K76"	"SINGLE PROTEIN"	"Homo sapiens"	"79"	"99"	"9606"	"False"
"CHEMBL2363065"	"Mitochondrial complex I (NADH dehydrogenase)"	"P03923|O95299|O00217|P03901|P56556|P03886|O95139|O00483|Q86Y39|P17568|P03891|O75306|P03915|P51970|O43674|P03905|P03897|O14561|O15239|O43181|O43676|O43677|O43678|O43920|O75251|O75380|O75438|O75489|O95167|O95168|O95169|O95178|O95182|O95298|O96000|P19404|P28331|P49821|P56181|Q16718|Q16795|Q8N183|Q9BU61|Q9NRX3|Q9NX14|Q9P032|Q9P0J0|Q9UI09|Q9Y375|Q9Y6M9"	"PROTEIN COMPLEX"	"Homo sapiens"	"13"	"28"	"9606"	"False"
"CHEMBL4523507"	"Deoxynucleoside triphosphate triphosphohydrolase SAMHD1"	"Q9Y3Z3"	"SINGLE PROTEIN"	"Homo sapiens"	"17606"	"17837"	"9606"	"False"
"CHEMBL3112385"	"Choline/ethanolamine kinase"	"Q9Y259"	"SINGLE PROTEIN"	"Homo sapiens"	"45"	"45"	"9606"	"False"
"CHEMBL1981"	"Insulin receptor"	"P06213"	"SINGLE PROTEIN"	"Homo sapiens"	"3950"	"5675"	"9606"	"False"
"CHEMBL4523200"	"Tumor necrosis factor alpha-induced protein 3"	"P21580"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523659"	"IDH1/IDH2"	"O75874|P48735"	"PROTEIN FAMILY"	"Homo sapiens"	"6"	"6"	"9606"	"False"
"CHEMBL2929"	"Subtilisin/kexin type 9"	"Q8NBP7"	"SINGLE PROTEIN"	"Homo sapiens"	"301"	"485"	"9606"	"False"
"CHEMBL3650"	"Fibroblast growth factor receptor 1"	"P11362"	"SINGLE PROTEIN"	"Homo sapiens"	"6364"	"9272"	"9606"	"False"
"CHEMBL1293276"	"Regulator of G-protein signaling 12"	"O14924"	"SINGLE PROTEIN"	"Homo sapiens"	"93"	"93"	"9606"	"False"
"CHEMBL5291973"	"USP12/WDR48/WDR20"	"Q8TAF3|Q8TBZ3|O75317"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4106177"	"Rho GTPase Rac1/CDC42"	"P60953|P63000"	"PROTEIN FAMILY"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2106"	"Fructose-bisphosphate aldolase A"	"P04075"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3309116"	"Cell cycle checkpoint protein RAD1"	"O60671"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"6"	"9606"	"False"
"CHEMBL5291543"	"Ribonuclease SLFN12"	"Q8IYM2"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL4494"	"Acyl-CoA:dihydroxyacetonephosphateacyltransferase"	"O15228"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"75"	"9606"	"False"
"CHEMBL3885535"	"Calmodulin/Proto-oncogene tyrosine-protein kinase Src"	"P12931|P0DP23"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2250"	"Tyrosine-protein kinase BLK"	"P51451"	"SINGLE PROTEIN"	"Homo sapiens"	"1786"	"2608"	"9606"	"False"
"CHEMBL4295701"	"Complement C2"	"P06681"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"4"	"9606"	"False"
"CHEMBL2655"	"Adenylate cyclase type IX"	"O60503"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL4105703"	"Ras-related protein Rab-6A"	"P20340"	"SINGLE PROTEIN"	"Homo sapiens"	"230"	"230"	"9606"	"False"
"CHEMBL6025"	"DNA polymerase theta"	"O75417"	"SINGLE PROTEIN"	"Homo sapiens"	"581"	"631"	"9606"	"False"
"CHEMBL4523696"	"Protein cereblon/Cyclin-dependent kinase 7"	"P50613|Q96SW2"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"6"	"8"	"9606"	"False"
"CHEMBL4523729"	"VHL/PDGFRB"	"P09619|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4072"	"Cathepsin B"	"P07858"	"SINGLE PROTEIN"	"Homo sapiens"	"2996"	"3896"	"9606"	"False"
"CHEMBL3080"	"Chitinase 1"	"Q13231"	"SINGLE PROTEIN"	"Homo sapiens"	"158"	"199"	"9606"	"False"
"CHEMBL4523725"	"VHL/ABL1"	"P00519|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL3232682"	"Ubiquitin carboxyl-terminal hydrolase 20"	"Q9Y2K6"	"SINGLE PROTEIN"	"Homo sapiens"	"12"	"16"	"9606"	"False"
"CHEMBL4105940"	"Diacylglycerol kinase eta"	"Q86XP1"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"18"	"9606"	"False"
"CHEMBL4881"	"Aldehyde dehydrogenase X"	"P30837"	"SINGLE PROTEIN"	"Homo sapiens"	"58"	"80"	"9606"	"False"
"CHEMBL1075131"	"Lactase-phlorizin hydrolase"	"P09848"	"SINGLE PROTEIN"	"Homo sapiens"	"35"	"37"	"9606"	"False"
"CHEMBL4523994"	"Geranylgeranyl transferase type-2"	"P53611|Q92696"	"PROTEIN COMPLEX"	"Homo sapiens"	"21"	"41"	"9606"	"False"
"CHEMBL5291551"	"Ubiquitin carboxyl-terminal hydrolase 33"	"Q8TEY7"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL2824"	"Arginyl-tRNA synthetase"	"P54136"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL5291515"	"Ubiquitin carboxyl-terminal hydrolase 3"	"Q9Y6I4"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL1255139"	"Ras-related protein Rap-1A"	"P62834"	"SINGLE PROTEIN"	"Homo sapiens"	"6"	"9"	"9606"	"False"
"CHEMBL4243"	"Type I inositol-1,4,5-trisphosphate 5-phosphatase"	"Q14642"	"SINGLE PROTEIN"	"Homo sapiens"	"17"	"17"	"9606"	"False"
"CHEMBL3707468"	"Regulator of G-protein signaling 19"	"P49795"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
