"ChEMBL ID"	"Name"	"UniProt Accessions"	"Type"	"Organism"	"Compounds"	"Activities"	"Tax ID"	"Species Group Flag"
"CHEMBL4523917"	"G-protein coupled receptor 62"	"Q9BZJ7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5872"	"G-protein coupled estrogen receptor 1"	"Q99527"	"SINGLE PROTEIN"	"Homo sapiens"	"33"	"111"	"9606"	"False"
"CHEMBL4523924"	"Probable G-protein coupled receptor 83"	"Q9NYM4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3559707"	"Adhesion G protein-coupled receptor G3"	"Q86Y34"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2096908"	"Adenosine receptors; A1 & A2b"	"P30542|P29275"	"SELECTIVITY GROUP"	"Homo sapiens"	"255"	"259"	"9606"	"False"
"CHEMBL2111438"	"Neurotensin receptor"	"O95665|P30989"	"PROTEIN FAMILY"	"Homo sapiens"	"14"	"16"	"9606"	"False"
"CHEMBL2035"	"Muscarinic acetylcholine receptor M5"	"P08912"	"SINGLE PROTEIN"	"Homo sapiens"	"3030"	"4913"	"9606"	"False"
"CHEMBL5162"	"Neuropeptide S receptor"	"Q6W5P4"	"SINGLE PROTEIN"	"Homo sapiens"	"15070"	"15785"	"9606"	"False"
"CHEMBL2111437"	"Melanin-concentrating hormone receptor"	"Q969V1|Q99705"	"PROTEIN FAMILY"	"Homo sapiens"	"51"	"55"	"9606"	"False"
"CHEMBL3892"	"Sphingosine 1-phosphate receptor Edg-3"	"Q99500"	"SINGLE PROTEIN"	"Homo sapiens"	"2081"	"2547"	"9606"	"False"
"CHEMBL2095160"	"Leukotriene B4 receptor"	"Q9NPC1|Q15722"	"PROTEIN FAMILY"	"Homo sapiens"	"375"	"823"	"9606"	"False"
"CHEMBL5137"	"Metabotropic glutamate receptor 2"	"Q14416"	"SINGLE PROTEIN"	"Homo sapiens"	"1871"	"3266"	"9606"	"False"
"CHEMBL5815"	"C-C chemokine receptor type 9"	"P51686"	"SINGLE PROTEIN"	"Homo sapiens"	"334"	"785"	"9606"	"False"
"CHEMBL3798"	"Calcitonin gene-related peptide type 1 receptor"	"Q16602"	"SINGLE PROTEIN"	"Homo sapiens"	"842"	"1517"	"9606"	"False"
"CHEMBL4523965"	"Cholecystokinin(CCK) A/B"	"P32239|P32238"	"SELECTIVITY GROUP"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2111423"	"Melanocortin receptor (M1 and M4)"	"P32245|Q01726"	"SELECTIVITY GROUP"	"Homo sapiens"	"69"	"69"	"9606"	"False"
"CHEMBL2096679"	"Adenosine receptors; A1 & A2"	"P30542|P29275|P29274"	"SELECTIVITY GROUP"	"Homo sapiens"	"171"	"188"	"9606"	"False"
"CHEMBL4523869"	"G-protein coupled receptor 176"	"Q14439"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523890"	"Adhesion G-protein coupled receptor G5"	"Q8IZF4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2095149"	"Opioid receptors; mu & delta"	"P41143|P35372"	"SELECTIVITY GROUP"	"Homo sapiens"	"1288"	"1530"	"9606"	"False"
"CHEMBL4523889"	"Adhesion G protein-coupled receptor F4"	"Q8IZF3"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2321627"	"C-C chemokine receptor-like 2"	"O00421"	"SINGLE PROTEIN"	"Homo sapiens"	"156"	"177"	"9606"	"False"
"CHEMBL2111352"	"Muscarinic acetylcholine receptor M2 and M5"	"P08172|P08912"	"SELECTIVITY GROUP"	"Homo sapiens"	"154"	"162"	"9606"	"False"
"CHEMBL2331058"	"Lysophosphatidic acid receptor 6"	"P43657"	"SINGLE PROTEIN"	"Homo sapiens"	"13"	"35"	"9606"	"False"
"CHEMBL3713916"	"Ovarian cancer G-protein coupled receptor 1"	"Q15743"	"SINGLE PROTEIN"	"Homo sapiens"	"71"	"279"	"9606"	"False"
"CHEMBL2094256"	"Angiotensin II receptor"	"P30556|P50052"	"PROTEIN FAMILY"	"Homo sapiens"	"934"	"1039"	"9606"	"False"
"CHEMBL1075178"	"Neuromedin-U receptor 1"	"Q9HB89"	"SINGLE PROTEIN"	"Homo sapiens"	"220"	"374"	"9606"	"False"
"CHEMBL3885546"	"Corticotropin-releasing factor receptor 2/Corticotropin-releasing factor-binding protein"	"Q13324|P24387"	"PROTEIN COMPLEX"	"Homo sapiens"	"2420"	"4148"	"9606"	"False"
"CHEMBL2095396"	"Dopamine receptors; D2 & D4"	"P14416|P21917"	"SELECTIVITY GROUP"	"Homo sapiens"	"284"	"375"	"9606"	"False"
"CHEMBL4523908"	"G-protein coupled receptor 78"	"Q96P69"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4421"	"HM74 nicotinic acid GPCR"	"P49019"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"353"	"9606"	"False"
"CHEMBL227"	"Type-1 angiotensin II receptor"	"P30556"	"SINGLE PROTEIN"	"Homo sapiens"	"3302"	"5202"	"9606"	"False"
"CHEMBL5482972"	"GPR27-V2"	"P30518|Q9NS67"	"CHIMERIC PROTEIN"	"Homo sapiens"	"26"	"66"	"9606"	"False"
"CHEMBL2111378"	"Histamine receptor (H3 and H4)"	"Q9H3N8|Q9Y5N1"	"SELECTIVITY GROUP"	"Homo sapiens"	"26"	"48"	"9606"	"False"
"CHEMBL2095151"	"Opioid receptors; delta & kappa"	"P41145|P41143"	"SELECTIVITY GROUP"	"Homo sapiens"	"692"	"935"	"9606"	"False"
"CHEMBL3341577"	"Melatonin-related receptor"	"Q13585"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL2150840"	"2-oxoglutarate receptor 1"	"Q96P68"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL4080"	"Bombesin receptor subtype-3"	"P32247"	"SINGLE PROTEIN"	"Homo sapiens"	"356"	"772"	"9606"	"False"
"CHEMBL3191"	"Leukotriene B4 receptor 2"	"Q9NPC1"	"SINGLE PROTEIN"	"Homo sapiens"	"87"	"146"	"9606"	"False"
"CHEMBL3883321"	"Mu opioid receptor/Alpha-2A adrenergic receptor"	"P08913|P35372"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"11"	"9606"	"False"
"CHEMBL4105988"	"Atypical chemokine receptor 2"	"O00590"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL2150838"	"Succinate receptor 1"	"Q9BXA5"	"SINGLE PROTEIN"	"Homo sapiens"	"114"	"173"	"9606"	"False"
"CHEMBL2096982"	"Adenosine receptors; A1 & A2a"	"P30542|P29274"	"SELECTIVITY GROUP"	"Homo sapiens"	"242"	"250"	"9606"	"False"
"CHEMBL3562166"	"Putative P2Y purinoceptor 10"	"O00398"	"SINGLE PROTEIN"	"Homo sapiens"	"65"	"174"	"9606"	"False"
"CHEMBL3085618"	"Probable G-protein coupled receptor 132"	"Q9UNW8"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"4"	"9606"	"False"
"CHEMBL5700"	"Lysophosphatidic acid receptor 5"	"Q9H1C0"	"SINGLE PROTEIN"	"Homo sapiens"	"221"	"411"	"9606"	"False"
"CHEMBL231"	"Histamine H1 receptor"	"P35367"	"SINGLE PROTEIN"	"Homo sapiens"	"4958"	"7874"	"9606"	"False"
"CHEMBL1881"	"Prostanoid EP2 receptor"	"P43116"	"SINGLE PROTEIN"	"Homo sapiens"	"1149"	"1738"	"9606"	"False"
"CHEMBL2514"	"Neurotensin receptor 2"	"O95665"	"SINGLE PROTEIN"	"Homo sapiens"	"268"	"303"	"9606"	"False"
"CHEMBL4523885"	"Adhesion G protein-coupled receptor A1"	"Q86SQ6"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523865"	"Adhesion G protein-coupled receptor E5"	"P48960"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3710"	"Prostanoid EP3 receptor"	"P43115"	"SINGLE PROTEIN"	"Homo sapiens"	"1312"	"1991"	"9606"	"False"
"CHEMBL3250"	"Lysophosphatidic acid receptor Edg-7"	"Q9UBY5"	"SINGLE PROTEIN"	"Homo sapiens"	"292"	"475"	"9606"	"False"
"CHEMBL4532"	"Vasoactive intestinal polypeptide receptor 2"	"P41587"	"SINGLE PROTEIN"	"Homo sapiens"	"212"	"744"	"9606"	"False"
"CHEMBL4523903"	"Mas-related G-protein coupled receptor member F"	"Q96AM1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523906"	"Probable G-protein coupled receptor 101"	"Q96P66"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1681611"	"Prolactin-releasing peptide receptor"	"P49683"	"SINGLE PROTEIN"	"Homo sapiens"	"304"	"450"	"9606"	"False"
"CHEMBL4959"	"Gastrin releasing peptide receptor"	"P30550"	"SINGLE PROTEIN"	"Homo sapiens"	"270"	"289"	"9606"	"False"
"CHEMBL3301384"	"CCR5/mu opioid receptor complex"	"P51681|P35372"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL3638324"	"G-protein coupled receptor 4"	"P46093"	"SINGLE PROTEIN"	"Homo sapiens"	"102"	"124"	"9606"	"False"
"CHEMBL2095156"	"Opioid receptors; mu & kappa"	"P41145|P35372"	"SELECTIVITY GROUP"	"Homo sapiens"	"607"	"822"	"9606"	"False"
"CHEMBL5952"	"Neuropeptide FF receptor 2"	"Q9Y5X5"	"SINGLE PROTEIN"	"Homo sapiens"	"229"	"549"	"9606"	"False"
"CHEMBL2095195"	"Adenosine receptors; A1 & A3"	"P30542|P0DMS8"	"SELECTIVITY GROUP"	"Homo sapiens"	"962"	"1051"	"9606"	"False"
"CHEMBL4523880"	"Adhesion G-protein coupled receptor D2"	"Q7Z7M1"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1628461"	"Oxoeicosanoid receptor 1"	"Q8TDS5"	"SINGLE PROTEIN"	"Homo sapiens"	"82"	"131"	"9606"	"False"
"CHEMBL4523904"	"Probable G-protein coupled receptor 146"	"Q96CH1"	"SINGLE PROTEIN"	"Homo sapiens"	"8"	"24"	"9606"	"False"
"CHEMBL4296096"	"D(2) dopamine receptor/Metabotropic glutamate receptor 5"	"P14416|P41594"	"PROTEIN COMPLEX"	"Homo sapiens"	"13"	"16"	"9606"	"False"
"CHEMBL211"	"Muscarinic acetylcholine receptor M2"	"P08172"	"SINGLE PROTEIN"	"Homo sapiens"	"5938"	"10971"	"9606"	"False"
"CHEMBL213"	"Beta-1 adrenergic receptor"	"P08588"	"SINGLE PROTEIN"	"Homo sapiens"	"4410"	"6937"	"9606"	"False"
"CHEMBL3157"	"Bradykinin B2 receptor"	"P30411"	"SINGLE PROTEIN"	"Homo sapiens"	"2357"	"3980"	"9606"	"False"
"CHEMBL3714079"	"G-protein coupled receptor 84"	"Q9NQS5"	"SINGLE PROTEIN"	"Homo sapiens"	"790"	"1599"	"9606"	"False"
"CHEMBL4524008"	"Galanin receptor"	"O60755|O43603|P47211"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4867"	"Purinergic receptor P2Y11"	"Q96G91"	"SINGLE PROTEIN"	"Homo sapiens"	"83"	"134"	"9606"	"False"
"CHEMBL4523878"	"Opsin-5"	"Q6U736"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2111463"	"GABA-B receptor"	"Q9UBS5|O75899"	"PROTEIN COMPLEX"	"Homo sapiens"	"157"	"281"	"9606"	"False"
"CHEMBL2363078"	"Vasopressin receptor"	"P30518|P37288|P47901"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL251"	"Adenosine A2a receptor"	"P29274"	"SINGLE PROTEIN"	"Homo sapiens"	"11471"	"16636"	"9606"	"False"
"CHEMBL1853"	"Somatostatin receptor 4"	"P31391"	"SINGLE PROTEIN"	"Homo sapiens"	"922"	"1125"	"9606"	"False"
"CHEMBL210"	"Beta-2 adrenergic receptor"	"P07550"	"SINGLE PROTEIN"	"Homo sapiens"	"6648"	"12193"	"9606"	"False"
"CHEMBL2095187"	"Muscarinic acetylcholine receptors; M2 & M3"	"P20309|P08172"	"SELECTIVITY GROUP"	"Homo sapiens"	"667"	"708"	"9606"	"False"
"CHEMBL217"	"Dopamine D2 receptor"	"P14416"	"SINGLE PROTEIN"	"Homo sapiens"	"13103"	"24629"	"9606"	"False"
"CHEMBL2107"	"C-X-C chemokine receptor type 4"	"P61073"	"SINGLE PROTEIN"	"Homo sapiens"	"1774"	"3538"	"9606"	"False"
"CHEMBL1792"	"Somatostatin receptor 5"	"P35346"	"SINGLE PROTEIN"	"Homo sapiens"	"1174"	"1477"	"9606"	"False"
"CHEMBL3759"	"Histamine H4 receptor"	"Q9H3N8"	"SINGLE PROTEIN"	"Homo sapiens"	"2507"	"4193"	"9606"	"False"
"CHEMBL2014"	"Nociceptin receptor"	"P41146"	"SINGLE PROTEIN"	"Homo sapiens"	"1981"	"3895"	"9606"	"False"
"CHEMBL2434"	"Interleukin-8 receptor B"	"P25025"	"SINGLE PROTEIN"	"Homo sapiens"	"2306"	"3598"	"9606"	"False"
"CHEMBL1889"	"Vasopressin V1a receptor"	"P37288"	"SINGLE PROTEIN"	"Homo sapiens"	"3271"	"5471"	"9606"	"False"
"CHEMBL4523229"	"G-protein coupled receptor 1"	"P46091"	"SINGLE PROTEIN"	"Homo sapiens"	"5"	"5"	"9606"	"False"
"CHEMBL298"	"Cholecystokinin B receptor"	"P32239"	"SINGLE PROTEIN"	"Homo sapiens"	"2737"	"3553"	"9606"	"False"
"CHEMBL2096662"	"Serotonin 2 receptors; 5-HT2a & 5-HT2c"	"P28223|P28335"	"SELECTIVITY GROUP"	"Homo sapiens"	"710"	"792"	"9606"	"False"
"CHEMBL4427"	"Prostanoid DP receptor"	"Q13258"	"SINGLE PROTEIN"	"Homo sapiens"	"1021"	"1356"	"9606"	"False"
"CHEMBL1628482"	"Relaxin receptor 2"	"Q8WXD0"	"SINGLE PROTEIN"	"Homo sapiens"	"369"	"377"	"9606"	"False"
"CHEMBL4227"	"Lipoxin A4 receptor"	"P25090"	"SINGLE PROTEIN"	"Homo sapiens"	"1471"	"3499"	"9606"	"False"
"CHEMBL1075144"	"Neuromedin-U receptor 2"	"Q9GZQ4"	"SINGLE PROTEIN"	"Homo sapiens"	"230"	"383"	"9606"	"False"
"CHEMBL2363068"	"Prostaglandin E2 receptor"	"P34995|P35408|P43116|P43115"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4523899"	"Mas-related G-protein coupled receptor member D"	"Q8TDS7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL1075162"	"Uracil nucleotide/cysteinyl leukotriene receptor"	"Q13304"	"SINGLE PROTEIN"	"Homo sapiens"	"133"	"291"	"9606"	"False"
"CHEMBL4573"	"Metabotropic glutamate receptor 6"	"O15303"	"SINGLE PROTEIN"	"Homo sapiens"	"285"	"363"	"9606"	"False"
"CHEMBL2321626"	"Duffy antigen/chemokine receptor"	"Q16570"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"3"	"9606"	"False"
"CHEMBL4523907"	"Probable G-protein coupled receptor 82"	"Q96P67"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL246"	"Beta-3 adrenergic receptor"	"P13945"	"SINGLE PROTEIN"	"Homo sapiens"	"3151"	"6062"	"9606"	"False"
"CHEMBL1963"	"Thyroid stimulating hormone receptor"	"P16473"	"SINGLE PROTEIN"	"Homo sapiens"	"17165"	"29986"	"9606"	"False"
"CHEMBL1836"	"Prostanoid EP4 receptor"	"P35408"	"SINGLE PROTEIN"	"Homo sapiens"	"1336"	"2262"	"9606"	"False"
"CHEMBL1987"	"Prostanoid FP receptor"	"P43088"	"SINGLE PROTEIN"	"Homo sapiens"	"502"	"687"	"9606"	"False"
"CHEMBL4523974"	"Melanocortin receptor 3/5"	"P33032|P41968"	"SELECTIVITY GROUP"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL2123"	"Pyrimidinergic receptor P2Y4"	"P51582"	"SINGLE PROTEIN"	"Homo sapiens"	"437"	"599"	"9606"	"False"
"CHEMBL2736"	"Metabotropic glutamate receptor 4"	"Q14833"	"SINGLE PROTEIN"	"Homo sapiens"	"1301"	"2322"	"9606"	"False"
"CHEMBL1855"	"Gonadotropin-releasing hormone receptor"	"P30968"	"SINGLE PROTEIN"	"Homo sapiens"	"1753"	"3445"	"9606"	"False"
"CHEMBL1798"	"Cysteinyl leukotriene receptor 1"	"Q9Y271"	"SINGLE PROTEIN"	"Homo sapiens"	"1197"	"2136"	"9606"	"False"
"CHEMBL2028"	"Somatostatin receptor 3"	"P32745"	"SINGLE PROTEIN"	"Homo sapiens"	"1049"	"1562"	"9606"	"False"
"CHEMBL3307226"	"Orexin receptor"	"O43614|O43613"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL2363041"	"Sphingosine 1-phosphate receptor"	"Q9H228|O95136|O95977|Q99500|P21453"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL1916"	"Alpha-2c adrenergic receptor"	"P18825"	"SINGLE PROTEIN"	"Homo sapiens"	"2933"	"5120"	"9606"	"False"
"CHEMBL1821"	"Muscarinic acetylcholine receptor M4"	"P08173"	"SINGLE PROTEIN"	"Homo sapiens"	"3534"	"6276"	"9606"	"False"
"CHEMBL245"	"Muscarinic acetylcholine receptor M3"	"P20309"	"SINGLE PROTEIN"	"Homo sapiens"	"5310"	"8034"	"9606"	"False"
"CHEMBL2096904"	"Serotonin (5-HT) receptor"	"P30939|P41595|Q13639|P28222|P46098|P08908|P28221|P28223|P28335|P28566|P34969|P50406|P47898|A5X5Y0|O95264|Q70Z44|Q8WXA8"	"PROTEIN FAMILY"	"Homo sapiens"	"46"	"68"	"9606"	"False"
"CHEMBL2094118"	"Adrenergic receptor beta"	"P08588|P07550|P13945"	"PROTEIN FAMILY"	"Homo sapiens"	"741"	"1214"	"9606"	"False"
"CHEMBL2095230"	"Serotonin 1 receptors; 5-HT1B & 5-HT1D"	"P28222|P28221"	"SELECTIVITY GROUP"	"Homo sapiens"	"254"	"345"	"9606"	"False"
"CHEMBL2111323"	"Melanocortin receptor (M3 and M4)"	"P32245|P41968"	"SELECTIVITY GROUP"	"Homo sapiens"	"114"	"123"	"9606"	"False"
"CHEMBL4523960"	"5-HT1D/5-HT1F"	"P30939|P28221"	"SELECTIVITY GROUP"	"Homo sapiens"	"16"	"16"	"9606"	"False"
"CHEMBL4523866"	"G-protein coupled receptor 15"	"P49685"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"3"	"9606"	"False"
"CHEMBL4524128"	"Vasoactive intestinal peptide receptor"	"P41587|P32241|P41586"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523927"	"Trace amine-associated receptor 2"	"Q9P1P5"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3885512"	"Adenosine receptor A1/Alpha-2A adrenergic receptor"	"P30542|P08913"	"PROTEIN COMPLEX"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523872"	"Adhesion G-protein coupled receptor F1"	"Q5T601"	"SINGLE PROTEIN"	"Homo sapiens"	"438"	"1617"	"9606"	"False"
"CHEMBL2069"	"Thromboxane A2 receptor"	"P21731"	"SINGLE PROTEIN"	"Homo sapiens"	"3526"	"5719"	"9606"	"False"
"CHEMBL1878"	"Calcium sensing receptor"	"P41180"	"SINGLE PROTEIN"	"Homo sapiens"	"674"	"809"	"9606"	"False"
"CHEMBL1985"	"Glucagon receptor"	"P47871"	"SINGLE PROTEIN"	"Homo sapiens"	"1758"	"2568"	"9606"	"False"
"CHEMBL4123"	"Neurotensin receptor 1"	"P30989"	"SINGLE PROTEIN"	"Homo sapiens"	"1001"	"1548"	"9606"	"False"
"CHEMBL250"	"Platelet activating factor receptor"	"P25105"	"SINGLE PROTEIN"	"Homo sapiens"	"1486"	"2607"	"9606"	"False"
"CHEMBL4029"	"Interleukin-8 receptor A"	"P25024"	"SINGLE PROTEIN"	"Homo sapiens"	"1317"	"2262"	"9606"	"False"
"CHEMBL4308"	"Bradykinin B1 receptor"	"P46663"	"SINGLE PROTEIN"	"Homo sapiens"	"1383"	"1875"	"9606"	"False"
"CHEMBL1800"	"Corticotropin releasing factor receptor 1"	"P34998"	"SINGLE PROTEIN"	"Homo sapiens"	"2493"	"2996"	"9606"	"False"
"CHEMBL226"	"Adenosine A1 receptor"	"P30542"	"SINGLE PROTEIN"	"Homo sapiens"	"10573"	"17944"	"9606"	"False"
"CHEMBL2049"	"Oxytocin receptor"	"P30559"	"SINGLE PROTEIN"	"Homo sapiens"	"1223"	"1989"	"9606"	"False"
"CHEMBL1804"	"Somatostatin receptor 2"	"P30874"	"SINGLE PROTEIN"	"Homo sapiens"	"1182"	"1527"	"9606"	"False"
"CHEMBL2111189"	"Amylin receptor AMY1, CALCR/RAMP1"	"P30988|O60894"	"PROTEIN COMPLEX"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL216"	"Muscarinic acetylcholine receptor M1"	"P11229"	"SINGLE PROTEIN"	"Homo sapiens"	"7191"	"12955"	"9606"	"False"
"CHEMBL223"	"Alpha-1d adrenergic receptor"	"P25100"	"SINGLE PROTEIN"	"Homo sapiens"	"2908"	"4403"	"9606"	"False"
"CHEMBL1850"	"Dopamine D5 receptor"	"P21918"	"SINGLE PROTEIN"	"Homo sapiens"	"1417"	"1809"	"9606"	"False"
"CHEMBL3227"	"Metabotropic glutamate receptor 5"	"P41594"	"SINGLE PROTEIN"	"Homo sapiens"	"3723"	"5735"	"9606"	"False"
"CHEMBL3371"	"Serotonin 6 (5-HT6) receptor"	"P50406"	"SINGLE PROTEIN"	"Homo sapiens"	"6414"	"10124"	"9606"	"False"
"CHEMBL5844"	"Glucagon-like peptide 2 receptor"	"O95838"	"SINGLE PROTEIN"	"Homo sapiens"	"192"	"294"	"9606"	"False"
"CHEMBL3559688"	"Frizzled-7"	"O75084"	"SINGLE PROTEIN"	"Homo sapiens"	"38"	"120"	"9606"	"False"
"CHEMBL3559701"	"Proto-oncogene Mas"	"P04201"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2095185"	"Cholecystokinin receptor"	"P32239|P32238"	"PROTEIN FAMILY"	"Homo sapiens"	"406"	"506"	"9606"	"False"
"CHEMBL3559689"	"Frizzled-8"	"Q9H461"	"SINGLE PROTEIN"	"Homo sapiens"	"3"	"3"	"9606"	"False"
"CHEMBL2096981"	"Cannabinoid receptor"	"P34972|P21554"	"PROTEIN FAMILY"	"Homo sapiens"	"230"	"239"	"9606"	"False"
"CHEMBL3301387"	"Cannabinoid CB1 receptor/orexin receptor 1 complex"	"P21554|O43613"	"PROTEIN COMPLEX"	"Homo sapiens"	"9"	"18"	"9606"	"False"
"CHEMBL4523902"	"Trace amine-associated receptor 8"	"Q969N4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523856"	"G-protein coupled receptor 3"	"P46089"	"SINGLE PROTEIN"	"Homo sapiens"	"57"	"143"	"9606"	"False"
"CHEMBL2111397"	"Melanocortin receptor (M4 and M5)"	"P32245|P33032"	"SELECTIVITY GROUP"	"Homo sapiens"	"49"	"50"	"9606"	"False"
"CHEMBL4523912"	"G-protein coupled receptor 20"	"Q99678"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4356"	"Adrenomedullin receptor"	"O15218"	"SINGLE PROTEIN"	"Homo sapiens"	"26"	"26"	"9606"	"False"
"CHEMBL4523864"	"Neuropeptides B/W receptor type 2"	"P48146"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523861"	"Probable G-protein coupled receptor 75"	"O95800"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL5892"	"Endothelin B receptor-like protein 2"	"O60883"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL3540"	"G-protein coupled receptor ChemR23"	"Q99788"	"SINGLE PROTEIN"	"Homo sapiens"	"420"	"503"	"9606"	"False"
"CHEMBL4523612"	"Relaxin-3 receptor 1/2"	"Q9NSD7|Q8TDU9"	"PROTEIN FAMILY"	"Homo sapiens"	"1"	"2"	"9606"	"False"
"CHEMBL5169075"	"VHL/GPER1"	"Q99527|P40337"	"PROTEIN-PROTEIN INTERACTION"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523884"	"Adhesion G-protein coupled receptor G6"	"Q86SQ4"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523894"	"G-protein coupled receptor 161"	"Q8N6U8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4524010"	"Bombesin receptor"	"P28336|P32247|P30550"	"PROTEIN FAMILY"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL4523910"	"Trace amine-associated receptor 6"	"Q96RI8"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523892"	"Adhesion G-protein coupled receptor F2"	"Q8IZF7"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523877"	"Adhesion G-protein coupled receptor D1"	"Q6QNK2"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL4523871"	"Probable G-protein coupled receptor 162"	"Q16538"	"SINGLE PROTEIN"	"Homo sapiens"	"1"	"1"	"9606"	"False"
"CHEMBL3562167"	"Probable G-protein coupled receptor 174"	"Q9BXC1"	"SINGLE PROTEIN"	"Homo sapiens"	"112"	"370"	"9606"	"False"
"CHEMBL3309102"	"Probable G-protein coupled receptor 135"	"Q8IZ08"	"SINGLE PROTEIN"	"Homo sapiens"	"2"	"2"	"9606"	"False"
"CHEMBL4523958"	"5-HT1A/5-HT1F"	"P30939|P08908"	"SELECTIVITY GROUP"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL5034"	"GABA-B receptor 2"	"O75899"	"SINGLE PROTEIN"	"Homo sapiens"	""	""	"9606"	"False"
"CHEMBL4523959"	"5-HT1B/5-HT1F"	"P30939|P28222"	"SELECTIVITY GROUP"	"Homo sapiens"	"15"	"15"	"9606"	"False"
"CHEMBL3321651"	"P2Y purinoceptor 13"	"Q9BPV8"	"SINGLE PROTEIN"	"Homo sapiens"	"9"	"9"	"9606"	"False"
"CHEMBL3308978"	"Complement component 3a receptor 1, isoform CRA_a"	"A8K2H7"	"SINGLE PROTEIN"	"Homo sapiens"	"4"	"4"	"9606"	"False"
"CHEMBL2331075"	"D2-like dopamine receptor"	"P14416|P35462|P21917"	"PROTEIN FAMILY"	"Homo sapiens"	""	""	"9606"	"False"
